Time (s),Speed (m/s),Acceleration (m/s2),Lift Resultant Force (N),Drag Resultant Force (N),CD
88.2,23.16091200894424,0.034626064836365024,0.8621946855406588,-219.76043111317875,0.46617399888683697
88.3,23.15866313459324,0.03462162894187845,0.8624056289003852,-219.76013072884484,0.4661772923056365
88.4,23.156415790376972,0.03461707787437911,0.8626104611982881,-219.75983055739414,0.46618058799426604
88.5,23.154169970408574,0.03461241480207965,0.862809342880127,-219.75953059856826,0.46618388594842514
88.6,23.15192566924517,0.034607642968731006,0.8630024369842875,-219.75923085259043,0.4661871861637979
88.7,23.149682881443926,0.03460276561809186,0.8631899065494206,-219.75893131968397,0.46619048863607626
88.8,23.147441601562004,0.03459778599392089,0.8633719146141776,-219.75863200007217,0.46619379336096034
88.9,23.145201824156576,0.03459270733997676,0.8635486242172096,-219.7583328939783,0.4661971003341581
89.0,23.142963543784806,0.03458753290001817,0.8637201983971675,-219.75803400162567,0.4662004095513858
89.1,23.140726755003854,0.03458226591780378,0.8638868001927027,-219.7577353232376,0.4662037210083673
89.2,23.138491452370896,0.034576909637092264,0.8640485926424661,-219.75743685903734,0.4662070347008348
89.3,23.13625763044309,0.03457146730164231,0.864205738785109,-219.75713860924822,0.4662103506245282
89.4,23.134025283777607,0.03456594215521259,0.8643584016592823,-219.7568405740935,0.46621366877519554
89.5,23.13179440693161,0.034560337441561784,0.8645067443036374,-219.7565427537965,0.46621698914859283
89.6,23.12956499446227,0.03455465640444856,0.8646509297568251,-219.75624514858052,0.4662203117404839
89.7,23.127337040926747,0.034548902287631605,0.8647911210574968,-219.75594775866887,0.46622363654664056
89.8,23.125110540882375,0.03454307833440471,0.8649274812211871,-219.75565058428487,0.46622696356284266
89.9,23.122885489217275,0.0345371868630865,0.8650601272687494,-219.75535362580806,0.4662302927848483
90.0,23.120661881842725,0.03453122733090965,0.8651890339526372,-219.7550568841008,0.4662336242083317
90.1,23.11843971486723,0.034525198643621025,0.8653141486024987,-219.75476036011867,0.4662369578289569
90.2,23.11621898439929,0.03451909970696746,0.8654354185479817,-219.7544640548171,0.46624029364239533
90.3,23.11399968654741,0.034512929426695836,0.865552791118734,-219.7541679691516,0.4662436316443255
90.4,23.111781817420088,0.034506686708552996,0.8656662136444037,-219.7538721040777,0.46624697183043334
90.5,23.109565373125832,0.0345003704582858,0.8657756334546386,-219.75357646055082,0.4662503141964121
